Original_Index,Restaurant_Name,Review_Text,FOOD,SERVICE,ATMOS,PRICE
7504,Newtown Nimman,Lively evening vibe with a DJ and tables of young people enjoying life and drinking beer.  Chicken Ceaser Salad & French Fries delicious. …,POS,N/A,POS,N/A
7505,Newtown Nimman,"cozy spot to hang out with friends. The service is great, staff are super friendly, prices are fair, and the food is delicious. …",POS,POS,POS,POS
7506,Newtown Nimman,"N e w t o w n  C a f e ☕🥐🥯🥞

คาเฟ่สุดฮิป เปิดใหม่ย่านนิมมานเหมินทร์  กลางวันเป็นคาเฟ่ …",N/A,N/A,POS,N/A
7507,Newtown Nimman,"The bat it self is nothing truly special, the outside area is nice. The DJ is really good, Mix of musics, and he really mix instead of passing a tape and facking it. Price are OK too for beers",N/A,POS,NEU,POS
7508,Newtown Nimman,"Great Cafe at the afternoon, and great bar at night. Staff was friendly. Huge space located in Nimman. There’s both outdoor and indoor. …",N/A,POS,POS,N/A
7509,Newtown Nimman,Officially a brunch place but oke can argue that it is a night beer bar. The place get crowded every night and it really have a nice atmosphere. Only minus is the servise which wasn't very attentive and didn't care much about guests. But …,N/A,NEG,POS,N/A
7510,Newtown Nimman,"Huge space! Did a quick stop here and enjoyed the brunch, especially their chicken steak. Super delicious and juicy, the coleslaw is also homemade. …",POS,N/A,POS,N/A
7511,Newtown Nimman,"The place kinda looks cool, they had a DJ and several tables outside. The room inside is AC'ed, and probably a good spot during the day for coffee and work. The food was horrendous and expensive. Very limited choice beer-wise. Probably won't go back.",NEG,N/A,POS,NEG
7512,Newtown Nimman,"I ordered the crispy chicken and green curry. This dish blew me away, you can tell the oil was very very hot as the outer layer of the chicken was deep fried to perfection. Paired with the green, not too spicy, perfect. The rice was hot and fluffy. I wish I could try all their specials.",POS,N/A,N/A,N/A
7513,Newtown Nimman,"Great place to hangout with friends or have a casual meet up, indoor and outdoor seats available. Brunch and cafe in the morning and the turns in to a casual pub at night, offering finger food and good music.",N/A,N/A,POS,N/A
7514,Newtown Nimman,การ์ดของร้านมารยาทเเย่มาก โดยเฉพาะคนตัวโตสุด พูดจาไม่สุภาพสุดๆ เพื่อนเข้าไปถามว่าโต๊ะไหนว่างบ้างเเต่กลับบอกปัดมาแบบประชดว่า ตรงไหนไม่มีป้ายก็อันนั้นเเหละ / วันงานคอนเสิร์ตมีการผลักเเละดันลูกค้าเเรงมากๆหลายครั้ง / …,N/A,NEG,NEG,N/A
7515,Newtown Nimman,"Big place, indoor and outdoor seatings.
Huge and cold air-conditioning. …",N/A,N/A,POS,N/A
7516,Newtown Nimman,"Great coffee place in Nimman with lots of seating space, good wifi and great coffee. The food was ok not the best with the cronut being a bit on the dry side and not fresh the day we were there. Still a great place to hang out and take some time to relax while exploring the neighbourhood.",NEU,N/A,POS,N/A
7517,Newtown Nimman,This place is soooo cool! The ambiance is so perfect. The music and the service were perfect! I really like the place it is perfect for meeting with friends. The music is not too loud and we can talk and have conversation! This place is …,N/A,POS,POS,N/A
7518,Newtown Nimman,"I came over to drink a beer at the outside table. There were a few other people, and everyone was really relaxed. The two young men staff did an amazing job making sure I was seated well and if I wanted another drink. All by all, very good place.",N/A,POS,POS,N/A
7519,Newtown Nimman,ร้านนี้ดีมาก ไม่ได้ถ่ายอาหารไว้เลย กาแฟดี ขนมดี สมกับราคา พนักงานร้านดีมากน่ารักครับ  ถ่ายรูปได้เยอะร้านนี้ เมห์จัด คนไม่เยอะด้วย  แนะนำเลยครับ,POS,POS,POS,POS
7520,Newtown Nimman,"the fried chicken steak is amazing! perfectly cooked boneless chicken thigh, juicy, and crispy on the outside. fries are well seasoned and really nice too😋 …",POS,N/A,N/A,N/A
7521,Newtown Nimman,The restaurant has been updated. The interior has become nicer and more comfortable. The bad news is that there is loud music during the day and no choice of coffee beans.,NEG,N/A,NEU,N/A
7522,Newtown Nimman,บรรยาศดีมากกกกก ชิลสุด มีปลั๊กไฟมานั่งทำงานได้  มีอาหาร กาแฟ ตอนกลางคืนเป็น open air มีเบียร์ค่า,NEU,N/A,POS,N/A
7523,Newtown Nimman,เป็นร้านนั่งชิวที่ดีมาก mood ร้านดี เหมาะกับคนนั่งชิวๆเม้ามอยกับเพื่อน อาหารก็อร่อย มีหลากหลาย พนักงานที่นี่ก็น่ารักด้วยนะ หน้าตาดีทั้งนั้นเลย เบียร์สดที่นี่คือที่สุดดด,POS,POS,POS,N/A
7524,Newtown Nimman,จอดรถยากนิดนึง แต่บรรยากาศสนุกดีครับ,N/A,N/A,POS,N/A
7525,Newtown Nimman,บรรยากาศดี เบียร์สดเหยือก 250 ร้านปิดเที่ยงคืนให้แขกเอาเบียเทใส่กล่องกลับบ้านเลย,NEU,POS,POS,NEU
7526,Newtown Nimman,Crispy chicken steakอร่อยยยย ไก่ใหญ่บึ้มกรอบๆกับเฟรนฟราย,POS,N/A,N/A,N/A
7527,Newtown Nimman,โดนัทและไก่ทอดอร่อยค่า บรรยากาศดี พนง.บริการดี,POS,POS,POS,N/A
7528,Newtown Nimman,"Love to spend my afternoons and evening here with friends. The beer is fresh and tasty, the food is delicious, coffee is also great.",POS,N/A,POS,N/A
7529,Newtown Nimman,กาแฟดี บรรยากาศดี ร้านนี้ต้องมาครับ มากลางคืนเป็นผับ มาแล้วดีแน่นอน,POS,N/A,POS,N/A
7530,Newtown Nimman,A bit expensive. Coffee is not bad. Toast is good but seat is not comfortable.,NEU,N/A,NEG,NEG
7531,Newtown Nimman,The place to be seen if you're a young Thai hipster. Craft beers. Fairy lights. Pub style nibbles (fries etc) in house and some great street vendors wander the courtyard and are just outside for food. Newtown Nimman might be more cool than Newton Sydney!,NEU,N/A,POS,N/A
7532,Newtown Nimman,ไม่ควรให้ลูกค้าสูบบุหรี่ในร้านค่ะ ไม่ว่าจะเป็นบุหรี่ไฟฟ้า หรือบุหรี่มวน ควรจัดพื้นที่ไว้เฉพาะในการสูบบุหรี่ ในร้านมีป้ายNo Smoking และมีการพ่นสีติดกำแพงไว้ว่า No Smoking แต่พอถามพนักงาน พนักงานบอกว่าสูบได้ ไม่พอ …,N/A,NEG,NEG,N/A
7533,Newtown Nimman,ดี เป็นกันเอง เด็กเสริฟ คุยเก่ง เชียร์ เก่ง,N/A,POS,N/A,N/A
7534,Newtown Nimman,"ชอบบรรยากาศครับ เวลามีเพื่อนมาจากต่างจังหวัดก็จะชวนไปร้านนี้ประจำเลย  อาหารอะอร่อย
ร้านสะอาด ไปไม่ยากด้วยครับ",POS,N/A,POS,N/A
7535,Newtown Nimman,"Really chill in the morning, they have some breakfast options but definitely good for an evening beer",POS,N/A,POS,N/A
7536,Newtown Nimman,มาเชียงใหม่ชอบมานั่งชิวร้านนี้ วันนี้มีโอกาสแวะมาเลยจะมานั่งชิวกับเพื่อน วันนี้วันจันทร์ร้านโล่งโล่ง เลือกที่นั่งด้านใน กวักมือเรียกออเดอร์หลายรอบมาก ลูกค้าก็ไม่เยอะ แต่ไม่มีใครสนใจเลยนอยยย ตัดสินใจเดินออกเลย นอยจัด ปักเมนร้านอื่นแทน 😭💔 …,N/A,NEG,NEU,N/A
7537,Newtown Nimman,"Been to many cities and regions, best coffee in thailand, chill, nice cool ac, great Cafe food",POS,N/A,POS,N/A
7538,Newtown Nimman,ยังไม่ได้เข้าไปใช้บริการ ปักไว้ว่ามาเชียงใหม่จะต้องมาร้านนี้ แต่การ์ดหน้าร้านหน้าตาไม่รับแขกเวอร์ พูดจากับลูกค้าไม่ยิ้มแย้มเลยหน้าตาเหมือนไม่ตอนรับ เซ็งเลยได้หาร้านใหม่เลยค่ะ,N/A,NEG,N/A,N/A
7539,Newtown Nimman,crowded place but don't have more option to drink a lot of local people come here to talk and drink,NEG,N/A,NEG,N/A
7540,Newtown Nimman,"Amazing food, good quality and budget friendly.",POS,N/A,N/A,POS
7541,Newtown Nimman,"My friend and I walked pass by this cute cafe / bar and wanted to check it out. But unfortunately they don’t accept card. Cash / Thai bank only. As a tourist with limited cash, we found this troubling and decided not to visit.",N/A,N/A,N/A,NEG
7542,Newtown Nimman,It's not just a daytime cafe. It's also an excellent bar with live DJ music everyday from 5pm 🎶 🤩 …,POS,N/A,POS,N/A
7543,Newtown Nimman,I don’t understand what’s the hype here. This place is PACKED with locals. Prices are higher than normal but still affordable. …,N/A,N/A,NEG,NEU
7544,Newtown Nimman,จอยมากครับร้านนี้ ใครสายชิลๆแนะนำครับบ,N/A,N/A,POS,N/A
7545,Newtown Nimman,Prices of the drink are a little higher compared to the other coffee shop nearby. Maybe that’s why they have sufficient seats. But difficult to find a place to charge computers.,N/A,N/A,NEU,NEG
7546,Newtown Nimman,"Nice atmosphere, but the staff confuses cool with just unfriendly.",N/A,NEG,POS,N/A
7547,Newtown Nimman,"The owner lended me his phone charger and let me sit in the cafe for as long as I wanted without asking me to buy anything. Very nice place to chill and work, very nice person :) will come back. Thank you !",N/A,POS,POS,N/A
7548,Newtown Nimman,คาเฟ่สวย เก๋ โล่ง โปร่ง สบายไม่อึดอัด กลางคืนสำหรับดื่มได้ด้วย ชอบ,POS,N/A,POS,N/A
7549,Newtown Nimman,Met a lovely Thai girl for a date here. Didn’t disappoint even if I wasn’t able to drink. She was amazing so made this place feel special. I love chiang mai!!!,N/A,N/A,POS,N/A
7550,Newtown Nimman,มีมุมถ่ายรูปเยอะ เป็นร้านที่เท่ดีน้าาา 💖 …,N/A,N/A,POS,N/A
7551,Newtown Nimman,"Best cafe in cnx, Great coffee, rich cocoa. Supremely recommeded!!",POS,N/A,POS,N/A
7552,Newtown Nimman,"เป็นร้านที่มีทั้ง outdoor and indoor มีอาหารเครื่องดื่มให้เลือกหลากหลายดี
วันนั้นผมไปสั่งของทอดรวม ทอดมาได้ดี ไม่มียม ไม่มีกลิ่นหืนน้ำมัน
ขอให้ปรับปรุงเรื่องเก้าอี้นั่ง ขอให้สบายๆกว่านี้จะดีมากๆครับ
ไว้จะมาใหม่นะครับ",POS,N/A,NEG,N/A
7553,Newtown Nimman,ร้านใหญ่ คนไม่เยอะ ไม่เสียงดัง โดยรวมค่อนข้างถูกใจ,N/A,N/A,POS,N/A
7554,Newtown Nimman,เบียร์เย็นๆ ไก่ทอดอร่อยๆ นั่งชิลผ่อนคลายก่อนกลับที่พัก 👍 …,POS,N/A,POS,N/A
7555,Newtown Nimman,"Unfortunately this place does not take card payment, only cash / thai bank scan. As a tourist I find it quite inconvenient, we decided to skip the visit because of this and went to the bar right next to it.",N/A,N/A,N/A,NEG
7556,Newtown Nimman,"Great vibe here in the evening with locals and tourists together. You need ID to get in, however old you are. Came here a couple of times. Good music!",N/A,N/A,POS,N/A
7557,Newtown Nimman,อาหารอร่อยมาก ราคาถูกมากๆ,POS,N/A,N/A,POS
7558,Newtown Nimman,"Good coffee, discent pastry, but the place is not comfy - somethere cold, other part filled with sigarette smoke from the street. But the most unpleasant they have toilet onle for staff. So considering all the circumstances the place doesn't worth visiting",POS,N/A,NEG,N/A
7559,Newtown Nimman,"Popped in for a beer with a couple friends, but the music was so loud we couldn't hear each other.. so we left. …",N/A,NEG,NEG,N/A
7560,Newtown Nimman,"In the evening on weekends, place where the young local crowd hang on. So I liked it, as it is an authentic thai nightlife scene.",N/A,N/A,POS,N/A
7561,Newtown Nimman,Hoegarten beer very weak. DJ shockingly bad.,NEG,N/A,NEG,N/A
7562,Newtown Nimman,ขาดดนตรีสด เสียงเพลงเบา เครื่องดื่มตัวเลือกน้อย,NEG,N/A,NEG,N/A
7563,Newtown Nimman,"I went there with friends on a Tuesday evening. The volume of the music was too high on the terrace outside. Food was average, vibe would have been better if the music was less loud and we could actually have a conversation.",NEU,N/A,NEG,N/A
7564,Newtown Nimman,เผิดเพลงดี บรรยากาศร้านชิวๆจ้า,N/A,N/A,POS,N/A
7565,Newtown Nimman,"Probably a racist bar.  Be careful.  The security guard at the entrance asked to see the passport of what was essentially an elderly person.  In 15 years of traveling around the world, this is the first case of such disrespect.  I believe …",N/A,NEG,NEG,N/A
7566,Newtown Nimman,พนงน่ารักขี้เล่นตลกเป็นกันเองสุดๆค่ะ,N/A,POS,N/A,N/A
7567,Newtown Nimman,"Singha and Budweiser are NOT craft beers, and that's the selection.  Did not eat but the cheesecake looked tempting. …",NEG,N/A,N/A,N/A
7568,Newtown Nimman,Good coffee with nice staff,POS,POS,N/A,N/A
7569,Newtown Nimman,ร้านชิลๆ บรรยากาศดี,N/A,N/A,POS,N/A
7570,Newtown Nimman,"Newtown Niman Bar is a hip, lively venue located in the Nimman neighborhood of Chiang Mai. This bar offers a fun, casual vibe perfect for grabbing drinks with friends or enjoying live music performances. The interior has an industrial chic …",N/A,N/A,POS,N/A
7571,Newtown Nimman,ร้านกาแฟ คาเฟ่ บาร์ ในเมืองเชียงใหม่มีเพลงและบรรยากาศดี ฟิชแอนชิบอร่อยมาก ราคาน่ารัก,POS,N/A,POS,POS
7572,Newtown Nimman,"Nice atmosphere and the evening we went they had an amazing DJ on. Good selection of wine. They also do food, but we didn't eat there. It looked good, though.",POS,N/A,POS,N/A
7573,Newtown Nimman,บริการเหมือนไปขอมันกิน หน้านี่เชิดมากกกก เท่มากกก ไม่พูดไม่จา ไม่มีขอบคุณ ไม่มีพูดอะไร ประหนึ่งใครบังคับให้มาเสริฟ แต่งตัวเท่มากกก ถุย บริการแบบนี้ก็ครั้งเดียวพอ แถมอาหารคือบาย ครั้งเดียวพอเลย,NEG,NEG,N/A,N/A
7574,Newtown Nimman,Super fun place. Always packed with locals who also look to be having fun here. Most people stay outside.,N/A,N/A,POS,N/A
7575,Newtown Nimman,"If you want to experience to hang out like local can try this place, good beer",POS,N/A,POS,N/A
7576,Newtown Nimman,Such a lovely atmosphere! The mixed fries were so crispy and delicious. Definitely a good place to hang out with friends on any given evening!,POS,N/A,POS,N/A
7577,Newtown Nimman,"It looks like a brunch place but surprisingly it becomes quite crowded at night with lots of students and teenagers drinking here, like the vibes here tho",N/A,N/A,POS,N/A
7578,Newtown Nimman,"Coffee in the morning, and beer in the evening. My first and last place on a good day.",N/A,N/A,N/A,N/A
7579,Newtown Nimman,"Everytime we go there that's for drinks. Beers are good and not very expensive.
The outdoor specifically is nice with warm light that create a chill atmosphere",POS,N/A,POS,POS
7580,Newtown Nimman,ร้านดี คนเยอะต้องรีบไป,N/A,N/A,N/A,N/A
7581,Newtown Nimman,"Was expecting some craft beer, warm welcome and chill vibe. Missed out on all three. Lame music and an old frier aroma rounded out the experience.",NEG,NEG,NEG,N/A
7582,Newtown Nimman,นั่งจิบเบียร์สดเย็นๆ สบายๆ กันเอง ฟังเพลงสากลเพราะๆ มีทั้ง indoor และ outdoor บรรยากาศชิลๆ ร้านโปร่งโล่ง สบาย สามารถมานั่งทำงานได้,POS,N/A,POS,N/A
7583,Newtown Nimman,Nice open cafe vibe with excellent coffee,POS,N/A,POS,N/A
7584,Newtown Nimman,บรรยากาศ ราคา ย่านนิมมาน ต้องมาลอง,N/A,N/A,POS,POS
7585,Newtown Nimman,บรรยากาศในการนั่งชิวกลางคืนชิลมากให้ผ่านครับ ราคาไม่แพงมาก หาที่ดื่มชิลๆแนะนำครับ,POS,N/A,POS,POS
7586,Newtown Nimman,Cooks day off ; only coffee and expensive fruit drinks available. Location is great but no ambiance.,NEG,N/A,NEG,NEG
7587,Newtown Nimman,ดีนะ,N/A,N/A,N/A,N/A
7588,Newtown Nimman,Love the vibes at nighttime with the DJ playing. Also the food is really good!,POS,N/A,POS,N/A
7589,Newtown Nimman,ไปกินตอนกลางคืน vibe ดีค่ะ บรรยากาศ  แต่สั่งอาหารไปแล้วไม่ได้ เบียร์มีช๊อยส์ให้เลือกไม่เยอะมาก,NEG,NEG,POS,N/A
7590,Newtown Nimman,"Great vibe all round. Good prices, smiling faces, music at good volume to still speak.
The kaprow chicken was great 🔥 …",POS,POS,POS,POS
7591,Newtown Nimman,บรรยายการดีค่ะ ชอบมาก,N/A,N/A,POS,N/A
7592,Newtown Nimman,Went for drinks here last night. Cool place but the music was too loud. We could barely hear one another.,N/A,N/A,NEU,N/A
7593,Newtown Nimman,บรรยากาศ ดี  อาหารอร่อย,POS,N/A,POS,N/A
7594,Newtown Nimman,Awesome hang out place !,N/A,N/A,POS,N/A
7595,Newtown Nimman,"Good cafe with breakfast
Good taste coffee",POS,N/A,POS,N/A
7596,Newtown Nimman,บรรยากาศดี ชอบฟังเพลงที่ทางร้านเปิดเสมอ,N/A,N/A,POS,N/A
7597,Newtown Nimman,สภาพแวดล้อม(คน)ไม่ดีเลย ผิดหวัง,N/A,N/A,NEG,N/A
7598,Newtown Nimman,Music way too loud outside. What is the point of going if you can’t even have a conversation. Turn the volume down!,N/A,N/A,NEG,N/A
7599,Newtown Nimman,Good place with Coffee and drink... Night time full of Local Thai beautiful and youngster..... Need to speak Thai for social...,POS,N/A,POS,N/A
7600,Newtown Nimman,บรรยากาศดี ดนตรีเพราะ พนักงานน่ารัก,N/A,POS,POS,N/A
7601,Newtown Nimman,บรรยากาศดี นั่งชิลมองคนไปเรื่อย ราคาดี,N/A,N/A,POS,POS
7602,Newtown Nimman,บรรยาศดี  พนง.บริการดี  ดนตรีเพราะ,N/A,POS,POS,N/A
7603,Newtown Nimman,Nice place to hang out. Missing vegan food options though.,NEG,N/A,POS,N/A
7604,Newtown Nimman,below average coffee and most chairs aren't comfortable but worst of all the staff are rude and very not nice!,NEG,NEG,NEG,N/A
7605,Newtown Nimman,"Atmosphere 4, Location 4, Menu 2, Food Taste 4, Health 2, Service 3, Value 3",NEU,NEU,POS,NEU
7606,Newtown Nimman,I would be great if they have more variety of draft beer,NEG,N/A,N/A,N/A
7607,Newtown Nimman,สปาเกตตีอร่อยมากกก,POS,N/A,N/A,N/A
7608,Newtown Nimman,"Currently the busiest and best bar in nimman. Cool DJ, cool staff, cool people",N/A,POS,POS,N/A
7610,Newtown Nimman,กาแฟดี อาหารอร่อย ราคาไม่แพง,POS,N/A,N/A,POS
7611,Newtown Nimman,ร้านนั่งชิล ดีเจเปิดเพลงสนุกมาก,N/A,N/A,POS,N/A
7612,Newtown Nimman,"atmosphere is quite wonderful, but too many mosquitos here.",N/A,N/A,NEU,N/A
7613,Newtown Nimman,โต๊ะเยอะ บริการดี เมนูเยอะ ราคาดี,POS,POS,POS,POS
7614,Newtown Nimman,Standard in cnx,N/A,N/A,N/A,N/A
7615,Newtown Nimman,Very local ülace for relaxrd drinking beer for a good price,POS,N/A,POS,POS
7617,Newtown Nimman,อยากทราบจุดประสงค์ของการตรวจบัตร,N/A,N/A,N/A,N/A
7618,Newtown Nimman,Good place with good staff,N/A,POS,POS,N/A
7619,Newtown Nimman,ชิลดีค่ะ,N/A,N/A,POS,N/A
7620,Newtown Nimman,"FOOD B (go fried, not healthy at this spot)
AMBIANCE A
WELCOME A
INTEGRITY B",NEU,POS,POS,N/A
7621,Newtown Nimman,The best cocktail bar eva,N/A,N/A,POS,N/A
7622,Newtown Nimman,Can not pay Prom Pay after midnight 😫 …,N/A,NEG,N/A,N/A
7623,Newtown Nimman,สบายๆ ไม่อึดอัด,N/A,N/A,POS,N/A
7625,Newtown Nimman,Nice place to work or drink coffee or beer,N/A,N/A,POS,N/A
7626,Newtown Nimman,รออาหารประมาณ ชั่วโมงนึง,NEG,NEG,N/A,N/A
7627,Newtown Nimman,ดีครับคุยสนุก,N/A,POS,N/A,N/A
7629,Newtown Nimman,nice venue for a drink by night,N/A,N/A,POS,N/A
7630,Newtown Nimman,Cool location,N/A,N/A,POS,N/A
7631,Newtown Nimman,Very cool bar,N/A,N/A,POS,N/A
7634,Newtown Nimman,Music too loud.,N/A,N/A,NEG,N/A
7635,Newtown Nimman,Good vibe only,N/A,N/A,POS,N/A
7636,Newtown Nimman,Great spot,N/A,N/A,POS,N/A
7668,Newtown Nimman,"The atmosphere is great in the evenings. Food is expensive, drinks are even more expensive, there are tons of mosquitoes, service is terrible, and the waiters and owner are inconsiderate... In short, this restaurant isn't worth the money.",NEG,NEG,NEU,NEG
7669,Newtown Nimman,It's good.. The coffee is delicious and the staff is friendly.,POS,POS,N/A,N/A
7670,Newtown Nimman,"The prices are a bit high (even just for the coffee), but it's great if you're sitting down with your laptop to work/study.
The place has a very pleasant, open-space feel.",N/A,N/A,POS,NEG
7671,Newtown Nimman,There are a lot of locals and it's not bad,N/A,N/A,POS,N/A
7672,Newtown Nimman,"Very friendly, good coffee. A hipster's paradise. The staff are also very friendly👍 …",POS,POS,POS,N/A
7673,Newtown Nimman,"If you're near your accommodation, this is a great place to have a beer in the evening. If you look young, they'll check your passport, so if you're young, take a passport photo before you go.",N/A,N/A,POS,N/A
7674,Newtown Nimman,"A great spot for coffee, breakfast, and work. In the evenings, it transforms into a party place with great music and atmosphere. Very friendly service, we'll be back 💛 …",POS,POS,POS,N/A
7675,Newtown Nimman,"The outdoor atmosphere is nice at night, but during the day it wasn't that great.. lol The food is a bit pricey, but the quality is good.",POS,N/A,NEU,NEG
7676,Newtown Nimman,"The food is served warm and ready-made. The beer is the same. The prices are average, and the atmosphere is average.",NEU,N/A,NEU,NEU
7677,Newtown Nimman,"It was nice because it wasn't too noisy, the wine was delicious, and the staff was friendly.",POS,POS,POS,N/A
7678,Newtown Nimman,"The atmosphere is a bit average for Chiang Mai.

The food is so-so, but the coffee is good.",NEU,N/A,NEU,N/A
7679,Newtown Nimman,Bring friends to eat.,N/A,N/A,N/A,N/A
7680,Newtown Nimman,"Good, it's delicious and tasty",POS,N/A,N/A,N/A
7681,Newtown Nimman,"The atmosphere is hip and they sell beer starting at 5pm, so a lot of my friends come here.",N/A,N/A,POS,N/A
7682,Newtown Nimman,"Bud girl, even if I eat a lot, they won't give it to me.ㅜㅜ",N/A,NEG,N/A,N/A
7683,Newtown Nimman,"At night, there are many young Thai people. Lively music and atmosphere.",N/A,N/A,POS,N/A
7684,Newtown Nimman,There are a lot of young locals and the food is cheap.,N/A,N/A,N/A,POS
7685,Newtown Nimman,"Very ordinary, but the price is expensive!",NEU,N/A,N/A,NEG
7686,Newtown Nimman,"It was cheap, affordable, and delicious.",POS,N/A,N/A,POS
7687,Newtown Nimman,The leisurely feeling of a hip and sensual space,N/A,N/A,POS,N/A
7689,โค บี คิว,"Food here is very great, really true to the original Korean barbecue. Been there several times and this time the owner gave us a complementary steam egg. Highly recommended especially the grill big pork. I wouldn’t go for the basic buffet price, but rather the slightly more expensive one as it gives a more authentic experience. They have beer buffet which also complements the meal really well. Parking is free.",POS,POS,N/A,POS
7690,โค บี คิว,"My Gf and I done here and the food is not bad, the flavours are on point. It’s comfy food, we took the Korean fried chicken with honey and with Gochukang sauce, it was a lot of chicken and not the best, instead the Bulgogi was greatly, maybe too garlicky. The quality/price is not the best because the place is quite expensive given the area.
The owner is British but worked a a chef in Korea for a while, we talked a little bit with him and he was kind to us also suggesting a few places to visit in Chiang Mai.",NEU,POS,N/A,NEG
7691,โค บี คิว,"Food was amazing, the atmosphere was lovely, upstairs away from the noise of the street and very modern decor.
The service from everyone was perfect, we got the premium buffet and the unlimited beers. At no point was we waiting for a beer top up or new meats.
First time at the Korean Bbq, James made us feel like experts, taking his time to explain the experience, his favourites and just a general chat.
10/10 would recommend, James is a legend.",POS,POS,POS,N/A
7692,โค บี คิว,อาหารอร่อย สะอาด สด ใหม่ เหมาะสมกับราคา แนวปิ้งย่างบาร์บีคิว (ไม่ใช่หมูกะทะ) เจ้าของร้านบริการใส่ใจดี พนักงานน่ารักสุภาพ บรรยากาศดี แต่ข้างในแอร์เย็นเกินไปนิดหนึ่ง ราคาแบบนี้กับคุณภาพเนื้อคือดีมากๆ,POS,POS,NEU,POS
7693,โค บี คิว,"10/10!! Service by Ink was amazing, food was excellent!! I highly recommend and will definitely be coming back. Forgot to take more pictures. Favourite restaurant in Chiang Mai so far, Thank you!",POS,POS,N/A,N/A
7694,โค บี คิว,ร้านนี้คือที่สุดของที่สุด อร่อยมากๆเกาหลีแบบเกาหลีจริงๆ เจ้าของน่ารัก พนักงานก็น่ารักบริการดี มา4ครั้งแล้วไม่เคยผิดหวัง มาลองกันๆ,POS,POS,N/A,N/A
7695,โค บี คิว,"Korean buffet — so good!
•	Signature set (399 THB) was delicious.
•	Great sauce.
•	Wish there were more side dishes.
•	Lovely staff and great service.
Highly recommended — chill and happy!",POS,POS,POS,N/A
7696,โค บี คิว,Tasty Korean food but some food was little bit salty to me. And food portion was generous.,NEU,N/A,N/A,N/A
7697,โค บี คิว,พนักงานน่ารัก บริการดีมากๆ มองว่าลูกค้าต้องการอะไรตลอด อาหารโอเคค่ะ,FOOD,SERVICE,ATMOSPHERE,PRICE
7698,โค บี คิว,เป็นร้านอาหารเกาหลีที่มีบุฟเฟ่ต์ปิ้งย่าง อาหารอร่อย เครื่องเคียงก็อร่อย คุณภาพดี บริการเยี่ยม มาร้านนี้ประจำหลายปีแล้วค่ะ🥰,NEU,POS,N/A,N/A
7699,โค บี คิว,"we had a great time eating here.  The service is very fast and attentive, the waitress was on top of making sure our table has everything we need. Highly recommend this place and the price is very reasonable!",POS,POS,N/A,N/A
7700,โค บี คิว,"They provide both buffet and a la carte styles. The buffet starts at 399 baht excluding drinks. We opted for the buffet as it appeared to be a better deal. The Korean side dishes were delicious. When they served the meat, it was pre-cooked before being served, which seemed to be their style. Therefore, when the food reached us, we only needed to grill it a bit longer. The service was excellent and courteous. There is ample seating in this spacious restaurant, both indoors with air conditioning and outdoors in the open air.",POS,POS,N/A,POS
7701,โค บี คิว,"Curious about the positive reviews, we went to this restaurant to have some meat, but our experience was disappointing.
The menu offers several all-you-can-eat options, ranging from 299 THB for pork neck and chicken to 699 THB for various cuts of pork, chicken, and different types of beef.

The first major letdown is that everyone at the same table must order the same menu: if one person chooses the 699 option, everyone else is forced to do the same. We chose the 399 menu, which includes chicken, pork neck, and pork belly.

The raw meat — still frozen — is served sliced into strips on a wooden board. In the middle of the table there’s a sort of grill with charcoal underneath to cook the meat, but since it’s frozen, it takes an eternity to cook. In the end you get tired of waiting and just want to leave. It took us more than 20 minutes to cook a single slice of pork neck. The quality of the meat is poor.

On top of that, the charcoal containers in the center of the table are dangerous: they have no external protection, so if you accidentally move your leg, you can burn yourself. This actually happened to one of us.

The staff is lovely, but the whole concept of this restaurant needs to be completely reconsidered.

You leave having barely eaten anything, because the cooking times are endless, the price is high, and completely off the mark. Anyone leaving enthusiastic reviews for this place clearly has no sense of taste or good food.",POS,POS,POS,POS
