Restaurant_Name,Topic,Rating_Overall,Detail,Date_Written
Lumi - Italian Restaurant,No Title,,"Went to celebrate my birthday at Italics and was impressed as always. Great tasting food Great atmosphere, warm service. Thank you again to GM Chris for recommending celebrating your birthday here.","August 21, 2023"
Lumi - Italian Restaurant,No Title,,"Good atmosphere, delicious food, Khun Kwang's staff provide good service and are friendly, like family. Thank you for your extremely impressive service💓","August 21, 2023"
Lumi - Italian Restaurant,No Title,,Wonderful experience and the bartender Oat had great energy and lovely service. The drinks were high quality and crafted with care,"August 17, 2023"
Lumi - Italian Restaurant,No Title,,"We came here because of the happy hour and ended up absolutely loving the vibe of the place. The drinks were incredible- I got a passion fruit daiquiri. The bartender Oat was a true mixologist- he made beautiful, tasty drinks and took really good care of us! He really made the experience 5 stars for me- he was very personable and spoke very good English. Rise bar had great views and a really cool swimming pool. 10/10 would recommend.","August 17, 2023"
Lumi - Italian Restaurant,No Title,,The most delicious food in Chiang Mai Bureta salad is very delicious. Khao Soi is the most delicious in the world. Rib-eye steak is delicious and melts in your mouth. I recommend coming to eat during special occasions. I guarantee you won't be disappointed. Thank you Chris for recommending delicious food :) Definitely come back again.,"August 8, 2023"
Lumi - Italian Restaurant,No Title,,"Tuna salad + Grill salmon menu. Delicious food. Recommended staff. The white wine tastes good. The staff, Khun Aum, provides good service. Will go back again.","August 6, 2023"
Lumi - Italian Restaurant,No Title,,"Good atmosphere, beautiful view, delicious cocktails. I really like the drink called cappuccini, which is a drink that combines coffee and vodka. It's really delicious. Received very good service from Oat. We will come back again.","August 5, 2023"
Lumi - Italian Restaurant,No Title,,"The restaurant has a nice atmosphere, beautifully decorated, delicious food, the appearance of the food looks good, the staff are good, the service is good, Chef Kwang is cute and the service is good. Help recommend food menus","August 5, 2023"
Lumi - Italian Restaurant,No Title,,"I had a fantastic experience at the hotel bar with Ploy, the bartender's exceptional service. Her mixology skills and friendly demeanor truly elevated my evening. Each drink was a masterpiece, and her recommendations were spot-on. I'll definitely be returning for another delightful evening at Rise, an upscale and gorgeous establishment.","August 4, 2023"
Lumi - Italian Restaurant,No Title,,"Excellent meal, attractive cocktails, polite service, and a spotless bar. Oat makes drinks quickly and with agile agility.","July 27, 2023"
Lumi - Italian Restaurant,No Title,,"The menu with a lot of variety. It has fruit, different quality of breads and they prepare the coffee to taste. Very kind.","July 27, 2023"
Lumi - Italian Restaurant,No Title,,I love the place and the music and vibe. I like my salad with prawn and mango. The dessert Tiramisu was delicious,"July 24, 2023"
Lumi - Italian Restaurant,No Title,,"Good foods, excellent service ,good atmosphere. I always visit this restaurant when I am in Chiang Mai. Pizza is the best for me. I was recommended many delicious dishes from Khun Bobby ( the restaurant’s manager) such as pork chop, carbonara and summer salad. This Restaurant is worth to visit.","July 20, 2023"
Lumi - Italian Restaurant,No Title,,"I went there last month with my partner, the restaurant is nice atmospher and food really good. I could tell this is a highly reccommend placee to go which locate at Nimman area.","July 11, 2023"
Lumi - Italian Restaurant,No Title,,"Friends and I are having dinner at Italics and Rise restaurant most of those dinner are Italian food, we all very much love its, good and delicious food, well train staffs and good service from staffs, nice and well decorate of restaurant, Thank you Khun Bobby give us very nice take care, we love to be back again when we back to Chiang Mia, I very much recommend to all of you.","July 11, 2023"
Lumi - Italian Restaurant,No Title,,My new fave italian restaurant. Their pasta and pizza are so delicious. Booking in advance is highly recommended. Family friendly. Really nice ambience.,"July 10, 2023"
Lumi - Italian Restaurant,No Title,,The resturanct located at the center of the city where easy to go. Staff is very professional and excellent service mind. Menu are varieties and the taste really good. I really appreciate And would recommence others to visit Itslic and Rise Akyra Manor.,"July 10, 2023"
Lumi - Italian Restaurant,No Title,,"It was so impressive dinner I really love my meal, especially Pizza, was highly recommended the pizza dough was traditional Italian style, moreover their service were professional and hospitality.","July 8, 2023"
Lumi - Italian Restaurant,No Title,,"If you're in Chiang Mai and love good food, you've got to try Italics! This place takes Italian food to a whole new level and nails the dining experience from start to finish. I’m a local (but have been traveling worldwide), and I can safely say this is one of my favorite restaurants in town. Their Calamari Fritto is ridiculously good. You get these super crispy, fried squid rings with a cool twist - a sprinkle of kaffir lime leaf powder. It adds this unique citrusy kick that sends your taste buds on a tropical vacation. Then there's their Burrata & Truffle Pizza - talk about indulgence! The gooey burrata is a creamy dream, and the truffle slices are a game-changer. Each bite is a mouthful of luxury that leaves you wanting more. Don't miss out on their Italics Summer Salad, either. It's a refreshing combo of mixed leaves and tuna. It's simple but packed with flavor, the perfect side to balance out your meal. But the star of the show? The service. Their maitre'd, Mr. Bomb, is a true pro. He knows his stuff, gives great wine recommendations, and makes you feel like you're the most important person in the room. In a nutshell, Italics isn't just a restaurant; it's a food adventure combining Italy and Thailand's best. Great vibes, fantastic food, and top-notch service - what more could you ask for? Don't miss out on this gem when you're in Chiang Mai! Read less","July 6, 2023"
Lumi - Italian Restaurant,No Title,,"As a foodie around Bangkok, my favorite food is Italian. I can say this place made me feel like I’m at a really good Italian restaurant in Bangkok but not overpriced and the staff was so nice. I had a wonderful dinner with my boyfriend there. Can’t wait to revisit soon!","July 5, 2023"
Lumi - Italian Restaurant,No Title,,Decent place to enjoy your meal. Scrumptious appetizers and pizzas. Great wine selections. Relaxing ambience. Excellent service. A must-try restaurant in the heart of Chiang Mai.,"July 4, 2023"
Lumi - Italian Restaurant,No Title,,"Good Italian food with decent options for vegetarian in Nimman, Chiangmai. Fesh pasta& yummy tastes. Wonderfully friendly service.","July 4, 2023"
Lumi - Italian Restaurant,No Title,,"Good reception staff, delicious food, very good service, good atmosphere in the restaurant. food prices are not expensive","July 4, 2023"
Lumi - Italian Restaurant,No Title,,I really like this restaurant. Delicious food and good service staff The shop is decorated very beautifully.,"July 4, 2023"
Lumi - Italian Restaurant,No Title,,"I came here for the first time and was very impressed with both the food and the service. Tukky she looks very smiling and attentive to me, she takes good care of me. Thank you very much and will come back again.","July 3, 2023"
Lumi - Italian Restaurant,No Title,,OAT was a great bartender. And the drink was very good . Highly recommend. The pool and view are beautiful,"June 4, 2023"
Lumi - Italian Restaurant,No Title,,"Oat at Rise roof top bar was super wonderful & professional, nice to chat with & quick at his job! He made sure everything was clean and made us feel at home- go see Oat!!","June 4, 2023"
Lumi - Italian Restaurant,No Title,,"Italics is the kind of place that if you blink you might miss it, but missing it would be a real shame. A very nice mixture of Italian, Western, and Thai cuisine. Ironically, my Thai wife had a very Canadian-like dinner, a perfectly prepared and well presented pork chop with mashed potatoes and peas while I, a Canadian, had a combination of Italian and Thai, a delicious serving of mushroom and truffle risotto with a generous dish of pad Thai on the side. In addition to these excellent menu items, we were treated extremely well by Egg, our waiter.","May 26, 2023"
